Edad,Género,Peso_(kg),Altura_(m),Duración_sesión_(horas),Calorías_quemadas,Tipo_entrenamiento,Porcentaje_grasa,Frecuencia_entrenamiento_(días/semana),Nivel_experiencia,IMC,Frecuencia_comidas_diarias,Ejercicio_físico,Carbohidratos,Proteínas,Grasas,Calorías_totales,Nombre_comida,Tipo_comida,Tipo_dieta,Azúcar_(g),Sodio_(mg),Colesterol_(mg),Tamaño_porción_(g),Calificación,Nombre_ejercicio,Series,Repeticiones,Beneficio,Calorías_quemadas_(por_30_min),Grupo_muscular_objetivo,Equipamiento_necesario,Nivel_dificultad,Parte_cuerpo,Tipo_músculo,Entrenamiento,IMC_calculado,Calorías_de_macronutrientes,Porcentaje_carbohidratos,Proteína_por_kg,Balance_calórico,Masa_magra_(kg),Calorías_esperadas,Calorías_quemadas_(por_30_min)_bc,Categoría_quema_calorías,Objetivo
38.742819144120844,Hombre,45.956340562644215,1.6639875631587173,1.0491660067017878,1053.0632036610357,Yoga,20.338455376740047,2.948201536206955,1.889124663562141,15.931972468607718,3.075238520002478,0.020044801765055045,283.5193443756956,112.81762110995602,75.75168649770066,1167.4987418843461,Al vapor Keto Almuerzo,Cena,Bajo-Carb,12.261623313298136,1279.1663504892815,4.718842728990413,363.6325688879288,3.172296282231052,Dips,4.019187445157598,16.300293585936984,Advanced core exercise,349.13481968362794,"Pecho, Tríceps","Bench, Barra (Barbell)",Avanzado,Antebrazos,Middle,Crunches,16.43149583875352,2158.157356794924,0.4661859443372622,2.664552009451679,152.2922095137303,37.0420917243101,697.3626353240724,6.034913733476245e+19,Bajo,Pérdida de grasa
39.19,Mujer,50.32,1.6,1.17,1157.25,Fuerza,21.90937914793248,2.0,1.0,19.66,3.01,0.02,191.06,76.76,50.71,1247.0,A la plancha Paleo Almuerzo,Almuerzo,Paleo,50.02,757.93,291.34,415.04,1.6,Step-ups,4.02,16.09,Builds chest strength,326.31,"Core (núcleo), Zona lumbar",Barra baja o TRX,Intermedio,Antebrazos,Pecho inferior,Dominada con toalla,19.65625,1527.67,0.5002651096113689,1.5254372019077902,89.75,39.29520041276037,763.5654,4.879493878779312e+19,Bajo,Recomposición
30.205683239201438,Mujer,71.71810323300775,1.5819309444067087,1.4089942055941078,1681.0495846719562,Fuerza,27.086045985865947,3.9046262900014836,2.0890004620349547,25.393851357742736,1.8676907508976706,0.8618197966055781,209.07343071565438,85.45187119742567,62.29710424467056,2114.366302825572,Horneado Paleo Cena,Desayuno,Paleo,14.924461528098757,312.3920766284522,241.4393674604688,414.12006377675846,1.7122278981183825,Inverted Rows,3.9263494621910047,24.027897443828735,Builds explosive power,331.3758580382034,"Core (núcleo), Zona lumbar",Dominada Bar,Intermedio,Antebrazos,Wrist Extensors,Plancha,27.783311671349715,1796.4154338380458,0.47732762480844065,1.1623472341751044,518.2691051465225,54.230621349610026,887.9386963431207,9.228036180471507e+19,Medio,Recomposición
47.62,Hombre,68.77,1.74,1.48,1597.07,Fuerza,21.510634310436764,2.98,1.99,22.71,3.02,4.02,308.94,122.86,82.31,1807.0,Al vapor Vegetariano Almuerzo,Almuerzo,Vegetariana,48.61,1481.7,207.27,254.27,3.77,Russian Twists,4.0,17.1,Builds Superior body strength,361.66,"Core (núcleo), Obliques",Ninguno o Mancuerna,Avanzado,Pecho,Wrist Flexors,Leg raises,22.71436121019949,2467.99,0.5007151568685448,1.7865348262323688,209.9300000000001,53.97713678471264,1070.5136,1.130408604468042e+20,Muy alto,Hipertrofia
30.828610525406113,Hombre,50.327132605199644,1.732364845601043,1.3259945277564318,1532.6945951030216,Entrenamiento_interválico,19.627105117623966,4.287491543493814,2.0280624011788517,17.262623996604184,1.9774882777831826,-0.01879841195962301,211.82314934936545,87.17665608902058,48.66133439166052,1346.2181173488493,Asado Paleo Merienda,Cena,Keto,14.01302047888968,773.228687332219,2.302903079301651,200.44797306948956,4.2017174341095025,Lat Pulldowns,4.29043872458439,22.233254036470587,Improves core stability y balance,350.9822948496951,"Core (núcleo), Zona lumbar",Bandas de resistencia o Cable / Polea Máquina,Intermedio,Antebrazos,Lateral,Face pulls,16.37552599344734,1658.4069337919457,0.522535161558411,1.7747565755128132,-152.29542479805187,40.869052178809596,944.9020560189799,1.1238263214172638e+20,Muy alto,Hipertrofia
22.157112037010027,Mujer,59.22453587617118,1.6775665165442089,1.6264151572432173,2249.1364346410182,Yoga,22.876272352177992,4.769459910789596,3.165133231202716,23.592422166506452,3.1995355126640694,0.01997833361817501,207.21978891843526,83.71805008949023,60.99427121344302,1694.0996996915924,Horneado Keto Cena,Cena,Bajo-Carb,42.9504672218029,456.61713714531925,160.4470825069328,332.5012057038461,2.71712988690802,Bulgarian Split Squats,4.844032983474723,23.30737775226286,Improves core stability y balance,341.783665074964,"Hombros, Tríceps",Mancuernas,Avanzado,Hombros,Inferior,Incline Mancuerna press,21.66531305170393,1827.4093269496839,0.4957788400854054,1.4832041853237743,-610.6459401600184,46.03348550414716,1103.392263007006,8.92920390601049e+19,Medio,Hipertrofia
37.43,Mujer,77.09,1.82,1.48,1598.4,Fuerza,24.79724155351227,3.99,2.0,23.27,3.0,0.01,191.14,76.53,50.57,2216.0,Horneado Bajo-Carb Almuerzo,Almuerzo,Bajo-Carb,2.86,2401.85,109.64,332.16,2.4,Plyo Squats,3.98,18.88,Improves flexibility,344.29,Pantorrillas,Dominada Bar,Principiante,Pecho,Pecho inferior,Curl martillo,23.27315541601256,1525.81,0.5010846697819519,0.9927357633934362,617.5999999999999,57.97380648639739,1019.0984,7.561785699875457e+19,Medio,Hipertrofia
30.55852618017721,Mujer,67.1533207056219,1.7597015752211995,1.4312282598391326,972.7805140633178,Fuerza,28.012653943519187,3.71706003835648,1.922732381440528,29.728691576539628,1.978558878841091,2.2050835769750705,335.8951450725636,123.24437196025275,82.44463125679314,2432.096264862653,Hervido Bajo-Carb Desayuno,Almuerzo,Vegana,43.37126931503353,1170.266286963201,82.46195179129752,476.0004782611939,2.261065093271228,Push Ups,4.092088866745941,17.61373955483232,Improves shoulder health y posture,349.8822416968373,"Zona lumbar, Glúteos",Barra baja o TRX,Avanzado,Hombros,Wrist Flexors,Military press,29.165928484768738,2473.6743477649457,0.47394531883014707,1.6844819215680724,1261.8574550456233,53.801356936082534,927.5084472170239,7.457769200887395e+19,Bajo,Hipertrofia
17.66746493225294,Mujer,57.98148264964857,1.4667308559228533,1.9430191611979961,2224.425015126716,Entrenamiento_interválico,24.412750330185467,3.6303642019892246,3.07873935051006,22.393075040916152,2.930704183252975,0.028177395508710044,236.03418968257446,95.67220802037572,57.68641433974836,1598.6914987004327,Raw Vegetariano Merienda,Desayuno,Bajo-Carb,31.910402921165954,265.1202618799796,275.2960304883981,257.70145391024073,2.0525540386496828,Decline Push-ups,4.918617812745565,25.70578124065455,Strengthens Tríceps y chest,316.6134556958446,Tríceps,Cable / Polea Máquina o Bandas de resistencia,Intermedio,Pecho,Wrist Flexors,Dominadas,22.328503851738454,1806.641082046149,0.4715592075717528,1.6345526300014128,-674.1071660433513,43.99669714092286,1200.2614575448358,5.622279834845854e+19,Medio,Pérdida de grasa
33.66781824872284,Mujer,83.91468860894872,1.7069551917610706,1.363670761162172,1865.2655169810441,Fuerza,28.43506552600295,2.81694095650345,0.9455456393476405,26.659165362645627,2.873033043690504,-0.0,189.87739511462684,76.21771863100122,50.02649859400384,2334.405759651654,Hervido Paleo Merienda,Almuerzo,Vegana,34.46209215473912,852.5982321998403,33.38309419071519,392.1990157173409,2.9939272029494264,Leg Press,3.56525830708804,18.720685638863245,Builds unilateral leg strength,385.4696214166677,"Core (núcleo), Obliques",Step o Box,Principiante,Pecho,Posterior,Curl martillo,27.588402371331327,1572.1470911271458,0.5510926438758751,0.9203915994759595,585.8135379878012,60.148069844736696,1121.4009382514207,1.1220120946079736e+20,Muy alto,Hipertrofia
38.85161300979716,Mujer,100.18051286664712,1.7406139033963162,0.9138559304493872,618.2810760187049,Entrenamiento_interválico,26.778297476272396,3.01028918645768,1.098397941488863,25.31266146571026,2.946641846651755,-0.02141477621924456,299.33550908005293,115.95337933374829,80.41593665107763,2818.8147734810354,Hervido Keto Almuerzo,Almuerzo,Equilibrada,9.727285779457835,439.40056953638793,3.674777810875192,464.0262188034567,1.9801823324490044,Russian Twists,5.06805584921206,23.690659313542298,Improves flexibility,387.46554742489104,"Pecho inferior, Tríceps",Bandas de resistencia,Intermedio,Antebrazos,Lats,Dominadas,27.277060548792377,2327.9150109543684,0.5193102656299169,1.0824402607975212,2171.183077217077,77.44546526587233,692.7728031731345,1.3827574847785555e+20,Medio,Pérdida de grasa
28.70154288984286,Hombre,89.34474127375418,1.8760240633295324,1.4947955400732391,1534.6000423390713,Entrenamiento_interválico,29.30411922886806,4.168263903418642,3.0264192283050413,24.589119132342805,2.9914022679995376,0.0,155.9520787852163,62.71310539041002,45.871342132333595,2386.1974087566746,Hervido Paleo Merienda,Cena,Keto,25.875258766679067,1671.4301410892708,98.4007736476915,415.7940267436513,4.915687496310738,Lunges,3.466278836698839,17.97839081550706,Enhances full-body coordination y stability,389.0431371513532,Cuerpo completo,Mancuernas o Barra (Barbell),Principiante,Pecho,Wrist Extensors,Bicycle crunches,23.976434429690777,1375.1965978545886,0.47263816785640045,0.7956972075189206,801.4688407420468,61.19834812139825,1153.721722810111,1.1473147856746834e+20,Alto,Hipertrofia
41.8,Hombre,59.72,1.74,1.78,2545.4,Entrenamiento_interválico,19.446703083030147,5.01,3.0,19.73,3.01,-0.03,202.57,80.05,53.22,1741.0,Asado Paleo Cena,Cena,Paleo,35.39,2121.96,204.6,433.04,1.19,Tricep Extensions,5.01,15.88,Strengthens core y improves mobility,364.95,"Quadriceps, Glúteos",Barra (Barra (Barbell)),Principiante,Hombros,Quads,Mancuerna flyes,19.72519487382745,1609.46,0.5034483615622631,1.3404219691895511,-804.4000000000001,48.1064289188144,1299.222,1.2172057792938766e+20,Muy alto,Pérdida de grasa
55.78382068182855,Mujer,57.14495725963276,1.6409672576563654,0.820127148119826,985.447176614325,Entrenamiento_interválico,21.272199760185874,1.9626117913015473,1.009629427149557,18.641646776462846,1.9915510915839085,1.1112142908371818,302.09794671342684,110.72889428456499,77.29211350804054,1356.22751683976,Hervido Vegetariano Desayuno,Merienda,Keto,45.15425504908501,2150.939053597975,270.9692366006627,166.59460133614542,5.14825841966244,Bicycle Crunches,3.7489651590688204,15.337085284023452,Improves coordination y cardiovascular health,342.5058691447831,"Parte superior de la espalda, Rear Deltoids",Mancuernas,Principiante,Piernas,Lateral,Lateral raises,19.38600343388624,2363.5917954991614,0.4951695224689722,2.038079025889525,390.26033880003195,43.40498372198501,538.7105157946205,9.340647310843149e+19,Medio,Hipertrofia
44.774323850947674,Mujer,72.73166705998419,1.8720962221009365,1.1014265388092688,1097.3363134658387,Fuerza,25.381739616203213,2.944952639025379,2.0228733762169986,19.547270378223544,3.5792051984357776,-0.010952462946857922,196.29309287584766,81.31346126285503,52.28701588481324,2277.0542739207513,Horneado Keto Almuerzo,Merienda,Keto,25.566490706497934,1837.6020921690824,144.84301003561373,224.36569929707517,2.494989876018883,Tricep Dips,3.972198586348705,18.25778212744371,Improves core stability y Superior body strength,352.74437012621553,"Hombros, Tríceps",Ninguno o Mancuernas,Principiante,Abs,Tríceps,Curl de muñeca,20.972477400565804,1551.5512925204796,0.5399032614919548,1.088495504727144,1131.8514947493472,56.81771477780979,813.8502591266831,8.106062942284793e+19,Muy alto,Hipertrofia
39.65794462268703,Mujer,57.48808481915059,1.7064349831743244,1.8373154211569325,1517.1348696307996,Yoga,26.14914331550018,3.9540744685059463,2.9724464368179984,25.173097751531056,2.9041017973367644,-0.009667382209590845,303.75524780025603,118.60545464264085,77.03281380758594,1820.1651790888718,Horneado Vegano Desayuno,Desayuno,Keto,38.29646408769606,236.01705522388355,143.16755078866652,362.4278917240806,1.4770926495666743,Bicycle Crunches,5.215205557126919,13.896452761410746,Improves core rotation strength,334.9755655974205,"Hombros, Tríceps",Ninguno o Mancuernas,Avanzado,Abs,Middle,Curl de concentración,23.755261492322546,2369.562382684583,0.4813917900153455,2.048222082012903,258.7113758445464,40.06559401675208,1321.1373577374395,5.640064491455074e+19,Muy alto,Hipertrofia
37.42,Hombre,102.84,1.89,0.54,356.08,Yoga,30.99245737603172,1.96,1.0,28.79,1.98,1.01,285.22,114.39,76.12,2633.0,Asado Vegetariano Cena,Cena,Vegetariana,27.64,410.25,0.76,207.58,4.59,Step-ups,4.99,18.0,Improves cardiovascular fitness,365.45,Quadriceps,Mancuernas,Principiante,Piernas,Lateral,Leg raises,28.78978751994625,2283.52,0.4996146300448431,1.1123103850641771,2276.92,70.967356834489,394.686,1.2308962960892428e+20,Muy alto,Hipertrofia
18.247027455003916,Hombre,63.20975442685487,1.735997422944252,1.223158390286164,1143.6461005808912,Yoga,27.5513237969352,3.049039537654651,1.913490695592508,24.826663862023114,1.9591336954709975,-0.0296344509431032,200.5058453623178,86.60615209670598,48.83132163433218,1929.4385010454237,A la plancha Bajo-Carb Almuerzo,Desayuno,Vegana,49.21326718619808,1543.9057992755506,303.1613597324093,254.9580569670648,2.523737340370053,Bear Crawls,4.881793531311473,24.925757072116046,Improves core rotation strength,344.58579790312933,"Obliques, Core (núcleo)",Step o Box,Avanzado,Abs,Quads,Bicycle crunches,23.937689046578754,1537.040268270835,0.47636104442311933,1.0832763681185988,624.9949288143366,46.915805170246784,877.9792116079697,5.457270287775053e+19,Alto,Hipertrofia
20.789643942444908,Mujer,78.8015510634613,1.9948654654485933,1.957040836041375,2623.894183811646,Fuerza,22.746420318824505,4.038287181452846,2.9604613249194123,22.55297956656603,2.9427263373404022,-0.009988925992618834,165.18694188696475,58.6011843739939,42.389142550537734,2513.107569685721,Frito Paleo Desayuno,Merienda,Vegetariana,37.29371370316384,952.4888174372797,229.62883178239667,204.36964857112199,4.148971588608269,Push-ups,4.9686226766138795,17.192778182354314,Targets Superior chest,342.9840490232812,Full Core (núcleo),Dominada Bar,Intermedio,Piernas,Lats,Barra (Barbell) squats,22.53075895390327,1392.7177185850387,0.4831408614820459,0.7641571558240396,-377.84897339581534,64.26599699797531,1346.6358721032875,9.667375096705072e+19,Bajo,Hipertrofia
46.44611884847254,Mujer,98.58544266544386,1.7634402975371766,1.0955408995512699,1262.3445634700115,Entrenamiento_interválico,31.017108941962398,3.12271746240999,0.9799178242984099,28.97355619263659,2.9634527272417666,-0.009529265353559165,200.27554384996077,83.79105254364,56.104640192620735,2541.7075339867993,Frito Keto Desayuno,Almuerzo,Bajo-Carb,45.481349810618674,1564.6457736881896,121.021246639675,522.784419103366,2.0606573371384114,Pull-ups,5.3907694555266925,23.11878136165279,Improves Inferior back strength,378.6934606350106,"Core (núcleo), Hombros, Piernas",Barra baja o TRX,Principiante,Abs,Grip Strength,Prensa de piernas,32.57398250928952,1772.5680382587868,0.4860453668496107,0.8375209941405223,1231.4437920299806,64.91383730605943,734.6802529900698,1.4140482047203015e+20,Bajo,Hipertrofia
43.16925809841537,Mujer,52.318964570673124,1.9220184328297258,1.070528746094186,1126.4030585767996,Entrenamiento_interválico,17.585834865078827,3.764689468708094,2.161616327244138,15.010317548022389,2.928387673377907,2.945517491909327,350.0060744592283,133.01413666746564,86.71789108575925,1243.1508071991195,Frito Vegano Almuerzo,Cena,Vegetariana,22.855207101383535,1869.4647908880936,126.49762998251465,105.86211373158052,3.0915654550738663,Seated Rows,5.282069076626612,15.774418523222145,Improves core stability y Superior body strength,298.88542318970104,"Quadriceps, Pantorrillas, Glúteos",Kettlebell (pesa rusa) (pesa rusa),Avanzado,Pecho,Anterior,Pecho flyes,14.9432509931854,2496.288401946386,0.46793117819064445,2.5504906784292434,303.6774219410104,44.46211658315324,714.2979149106945,5.093076277565939e+19,Alto,Hipertrofia
26.533834968987794,Mujer,74.60327797628307,1.687521052075331,0.9521371328403588,824.1129652738505,Fuerza,25.379789206799664,1.9814603396882575,0.9758912561095506,29.623663022234332,3.055224754080683,-0.009501475683620147,212.88953524653473,80.02702115368726,61.23560298922028,2007.692712981048,Al vapor Vegano Merienda,Desayuno,Vegana,8.398941896713652,1017.7773060124471,295.0879872607002,378.25797919435934,1.1793386470149712,Push-ups,4.061845637965456,14.182429618893524,Improves core stability y balance,325.1656405004101,"Core (núcleo), Hombros, Hips",Wall,Principiante,Pecho,Wrist Flexors,Curl en banco Scott (predicador),26.680534235322504,1660.3564073763405,0.5011270349914753,1.1139526589773716,1267.6831000452785,54.07588262783787,675.0655162766608,5.399292502383017e+19,Alto,Hipertrofia
50.48542455508301,Hombre,53.828797011282084,1.8470453883360423,1.3395905128661059,1899.4327236036108,Cardio,23.430521561644063,2.033655473065695,1.0296579825412118,17.571256520667855,2.839833742079396,0.009212287579793138,276.1740363282781,109.31539812451427,72.38518929018939,1316.3448535014093,Asado Keto Almuerzo,Cena,Bajo-Carb,29.92266928033748,1438.2660290632584,122.82244775790664,170.63282495111477,1.4374120316502836,Shoulder Press,5.369152418077217,18.978225383189113,Strengthens shoulders,356.97783241090883,"Pecho superior, Tríceps",Ninguno o Mancuernas,Principiante,Espalda,Anterior,Cable / Polea crossovers,19.64860586360168,2075.176708216719,0.5411129640231657,2.011553855564968,-459.28045306528634,40.89540985825235,1049.76704437388,8.53705427272126e+19,Medio,Hipertrofia
52.6615791141028,Hombre,54.92385264990297,1.9592944823542275,1.134061688958166,1186.865614614103,Cardio,22.354842541092154,3.8998116368687787,1.879765568181164,15.585887247352177,2.1309491340034996,-0.0,174.83419856975044,75.48563294671929,47.293706765673804,1624.446795633106,Raw Vegano Merienda,Desayuno,Keto,8.270960352702943,1327.8347283809726,135.13331175575556,228.2800772502237,1.6757768057843103,Seated Rows,3.9098049901205822,15.567814635926199,Targets Inferior chest,337.74247628592065,"Quadriceps, Hamstrings, Glúteos",Step o Box,Principiante,Piernas,Grip Strength,Curl de piernas,16.368052241455047,1300.7507819053824,0.5553161722231603,1.1562845337206633,332.88565522062316,45.335387138664046,729.7423713341486,1.069852523578536e+20,Bajo,Hipertrofia
40.84652460702232,Mujer,115.78799086373604,1.684903659481823,1.5216878317635731,1578.2082853988757,Cardio,30.990577797003947,4.31106670619248,1.9062026204259421,33.56109951563119,3.005467597875309,0.00990444430460346,256.4778125080461,118.20931428940986,72.61400654958727,3093.8331291352906,A la plancha Balanced Cena,Desayuno,Paleo,27.083725099902686,2288.4534791611195,286.1326864134573,123.51284562412825,1.179464277213192,Plyo Squats,2.9156495967180684,9.514506979845594,Builds unilateral leg strength,147.8993180737123,"Pecho, Tríceps",Kettlebell (pesa rusa) (pesa rusa),Intermedio,Piernas,Posterior,Face pulls,35.269360081944704,2287.3210625321294,0.48130867448099734,0.994595736132166,1316.9855253129163,78.78564365487343,455.81592368895366,1.1476485478991258e+17,Medio,Hipertrofia
31.27,Hombre,49.13,1.51,1.49,1313.58,Cardio,21.33380168994869,2.0,1.02,21.55,3.02,-0.03,229.07,91.66,60.72,1263.0,Raw Vegetariano Almuerzo,Almuerzo,Vegetariana,40.74,1992.51,270.4,200.48,3.71,Step-ups,3.01,11.94,Builds Inferior body power,164.33,"Bíceps, Antebrazos",Step o Box,Avanzado,Hombros,Anterior,Seated Cable / Polea rows,21.547300556993115,1829.4,0.5008636711490105,1.8656625279869727,-50.57999999999993,38.648703229728206,489.7034,1.814092471242475e+17,Bajo,Recomposición
